## Mon May 15 12:40:07 2023
## emapper-2.1.9
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_p4o9b3xj --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_p4o9b3xj --override -m diamond --dmnd_ignore_warnings --dmnd_algo ctg -i /emapper_web_jobs/emapper_jobs/user_data/MM_p4o9b3xj/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype proteins --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
890_t	3641.EOY23128	2.43e-76	243.0	COG0666@1|root,2QR1Y@2759|Eukaryota,37IVM@33090|Viridiplantae,3GBNF@35493|Streptophyta	35493|Streptophyta	O	E3 ubiquitin-protein ligase	-	GO:0003674,GO:0003824,GO:0004842,GO:0006464,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016567,GO:0016740,GO:0019538,GO:0019787,GO:0032446,GO:0036211,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0070647,GO:0071704,GO:0140096,GO:1901564	2.3.2.27	ko:K19044	-	-	-	-	ko00000,ko01000,ko04121	-	-	-	Ank,Ank_2,Ank_3,Ank_5
892_t	3641.EOY21957	1.06e-75	228.0	COG1694@1|root,2RZ7C@2759|Eukaryota,37UG8@33090|Viridiplantae,3GIUT@35493|Streptophyta	35493|Streptophyta	S	dCTP pyrophosphatase 1-like	-	-	3.6.1.12	ko:K16904	ko00240,ko01100,map00240,map01100	-	R01667,R01668	RC00002	ko00000,ko00001,ko01000	-	-	-	MazG-like
893_t	3641.EOY26943	2.9e-65	221.0	COG5026@1|root,KOG1369@2759|Eukaryota,37HMH@33090|Viridiplantae,3GB88@35493|Streptophyta	35493|Streptophyta	G	Belongs to the hexokinase family	-	-	2.7.1.1	ko:K00844	ko00010,ko00051,ko00052,ko00500,ko00520,ko00521,ko00524,ko01100,ko01110,ko01120,ko01130,ko01200,ko04066,ko04910,ko04930,ko04973,ko05230,map00010,map00051,map00052,map00500,map00520,map00521,map00524,map01100,map01110,map01120,map01130,map01200,map04066,map04910,map04930,map04973,map05230	M00001,M00549	R00299,R00760,R00867,R01326,R01600,R01786,R01961,R03920	RC00002,RC00017	ko00000,ko00001,ko00002,ko01000,ko04131	-	-	-	Hexokinase_1,Hexokinase_2
894_t	29730.Gorai.001G078600.1	1.12e-186	523.0	COG0098@1|root,KOG0877@2759|Eukaryota,37QF0@33090|Viridiplantae,3GC84@35493|Streptophyta	35493|Streptophyta	J	Belongs to the universal ribosomal protein uS5 family	-	-	-	ko:K02981	ko03010,map03010	M00177	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_S5,Ribosomal_S5_C
896_t	29730.Gorai.010G140400.1	4.78e-146	419.0	2CMZC@1|root,2QSWX@2759|Eukaryota,37RNS@33090|Viridiplantae,3GHG2@35493|Streptophyta	35493|Streptophyta	O	RING-type zinc-finger	-	-	-	-	-	-	-	-	-	-	-	-	zf-RING_UBOX
897_t	3641.EOY21971	1.08e-225	631.0	2CNCU@1|root,2QV9I@2759|Eukaryota,37NBF@33090|Viridiplantae,3GAIT@35493|Streptophyta	35493|Streptophyta	K	transcription factor	-	GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003700,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0006355,GO:0007275,GO:0008150,GO:0009314,GO:0009416,GO:0009628,GO:0009639,GO:0009640,GO:0009704,GO:0009791,GO:0009889,GO:0010468,GO:0010556,GO:0016604,GO:0016607,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0031974,GO:0031981,GO:0032501,GO:0032502,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044451,GO:0044464,GO:0048856,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0070013,GO:0080090,GO:0097159,GO:0140110,GO:1901363,GO:1903506,GO:2000112,GO:2001141	-	-	-	-	-	-	-	-	-	-	HLH
898_t	3641.EOY21994	4.09e-184	516.0	KOG3065@1|root,KOG3065@2759|Eukaryota,37NC6@33090|Viridiplantae,3GDAR@35493|Streptophyta	35493|Streptophyta	U	SNAP25 homologous protein	SNAP29	GO:0000278,GO:0000281,GO:0000910,GO:0000911,GO:0001101,GO:0003674,GO:0005484,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0006810,GO:0007049,GO:0008150,GO:0009504,GO:0009507,GO:0009536,GO:0009605,GO:0009607,GO:0009612,GO:0009628,GO:0009719,GO:0009725,GO:0009737,GO:0009987,GO:0010033,GO:0016020,GO:0016021,GO:0016043,GO:0016192,GO:0022402,GO:0031224,GO:0032506,GO:0033993,GO:0042221,GO:0043207,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044425,GO:0044444,GO:0044464,GO:0050896,GO:0051179,GO:0051234,GO:0051301,GO:0051704,GO:0051707,GO:0061024,GO:0061025,GO:0061640,GO:0071840,GO:0071944,GO:0097305,GO:1901700,GO:1902410,GO:1903047	-	ko:K08509,ko:K18211	ko04130,ko04140,ko04721,ko04911,map04130,map04140,map04721,map04911	-	-	-	ko00000,ko00001,ko04131	-	-	-	-
899_t	3641.EOY21996	6.32e-166	477.0	28KGJ@1|root,2QSXR@2759|Eukaryota,37T9I@33090|Viridiplantae,3GEF7@35493|Streptophyta	35493|Streptophyta	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
900_t	3641.EOY21999	1.97e-33	132.0	2CRK1@1|root,2R8AY@2759|Eukaryota,37T7H@33090|Viridiplantae,3GFVX@35493|Streptophyta	35493|Streptophyta	A	zinc finger	-	-	-	ko:K13203	-	-	-	-	ko00000,ko03041	-	-	-	zf-met
901_t	3641.EOY22000	6.1e-284	787.0	KOG1721@1|root,KOG1721@2759|Eukaryota,37KJN@33090|Viridiplantae,3G808@35493|Streptophyta	35493|Streptophyta	L	Zinc finger protein	-	GO:0003674,GO:0003700,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006355,GO:0008150,GO:0009889,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044464,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:0140110,GO:1903506,GO:2000112,GO:2001141	-	-	-	-	-	-	-	-	-	-	zf-C2H2_6
903_t	29730.Gorai.008G200800.1	1.19e-189	587.0	KOG4658@1|root,KOG4658@2759|Eukaryota	2759|Eukaryota	S	ADP binding	-	-	-	-	-	-	-	-	-	-	-	-	LRR_8,NB-ARC,WRKY
904_t	29730.Gorai.008G200800.1	6.19e-144	445.0	KOG4658@1|root,KOG4658@2759|Eukaryota	2759|Eukaryota	S	ADP binding	-	-	-	-	-	-	-	-	-	-	-	-	LRR_8,NB-ARC,WRKY
905_t	29730.Gorai.008G200800.1	8.07e-316	921.0	KOG4658@1|root,KOG4658@2759|Eukaryota	2759|Eukaryota	S	ADP binding	-	-	-	-	-	-	-	-	-	-	-	-	LRR_8,NB-ARC,WRKY
906_t	3641.EOX93502	1.63e-16	81.3	2E64D@1|root,2SCVS@2759|Eukaryota,383MW@33090|Viridiplantae,3GQ24@35493|Streptophyta	35493|Streptophyta	S	Gag-pro-like protein	-	-	-	-	-	-	-	-	-	-	-	-	Retrotrans_gag
907_t	3641.EOY22926	1.69e-165	466.0	COG5147@1|root,KOG0048@2759|Eukaryota,37RSA@33090|Viridiplantae,3GE1T@35493|Streptophyta	35493|Streptophyta	K	Myb-like DNA-binding domain	-	-	-	ko:K09422	-	-	-	-	ko00000,ko03000	-	-	-	Myb_DNA-binding
908_t	3641.EOY21027	1.89e-91	270.0	2C4BW@1|root,2S18I@2759|Eukaryota,37VH8@33090|Viridiplantae,3GJ0N@35493|Streptophyta	35493|Streptophyta	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
909_t	3641.EOY21025	0.0	1434.0	COG5059@1|root,KOG0239@2759|Eukaryota,37MG0@33090|Viridiplantae,3G9BN@35493|Streptophyta	35493|Streptophyta	Z	Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family	-	GO:0003674,GO:0003774,GO:0003777,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005856,GO:0005871,GO:0005875,GO:0006928,GO:0007017,GO:0007018,GO:0008150,GO:0009987,GO:0015630,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0032991,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044422,GO:0044424,GO:0044430,GO:0044446,GO:0044464	-	ko:K10406	-	-	-	-	ko00000,ko04812	-	-	-	CH,Kinesin,Microtub_bd
910_t	3641.EOY21021	1.03e-20	87.8	KOG4009@1|root,KOG4009@2759|Eukaryota,37V6Z@33090|Viridiplantae,3GJDM@35493|Streptophyta	35493|Streptophyta	C	NADH dehydrogenase ubiquinone 1 beta subcomplex subunit	-	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005740,GO:0005743,GO:0005746,GO:0005747,GO:0008150,GO:0008152,GO:0009853,GO:0009987,GO:0016020,GO:0019866,GO:0030964,GO:0031090,GO:0031966,GO:0031967,GO:0031975,GO:0032991,GO:0043094,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044422,GO:0044424,GO:0044425,GO:0044429,GO:0044444,GO:0044446,GO:0044455,GO:0044464,GO:0045271,GO:0070469,GO:0098796,GO:0098798,GO:0098800,GO:0098803,GO:1902494,GO:1990204	-	ko:K03966	ko00190,ko01100,ko04714,ko04723,ko04932,ko05010,ko05012,ko05016,map00190,map01100,map04714,map04723,map04932,map05010,map05012,map05016	M00147	-	-	ko00000,ko00001,ko00002	3.D.1.6	-	-	NDUFB10
911_t	4081.Solyc11g062200.1.1	2.94e-92	307.0	COG2801@1|root,KOG0017@2759|Eukaryota,37THH@33090|Viridiplantae,3GG2K@35493|Streptophyta,44UC5@71274|asterids	35493|Streptophyta	L	Mitochondrial protein	-	-	-	-	-	-	-	-	-	-	-	-	RVT_2,Retrotran_gag_2,Retrotran_gag_3,Retrotrans_gag,gag_pre-integrs,rve,zf-CCHC
912_t	4081.Solyc09g056150.1.1	8.64e-54	186.0	COG2801@1|root,KOG0017@2759|Eukaryota,37THH@33090|Viridiplantae,3GG2K@35493|Streptophyta,44UC5@71274|asterids	35493|Streptophyta	L	Mitochondrial protein	-	-	-	-	-	-	-	-	-	-	-	-	RVT_2,Retrotran_gag_2,Retrotran_gag_3,Retrotrans_gag,gag_pre-integrs,rve,zf-CCHC
916_t	3641.EOY21020	5.01e-187	536.0	COG5641@1|root,KOG1601@2759|Eukaryota,37RDZ@33090|Viridiplantae,3G9MY@35493|Streptophyta	35493|Streptophyta	K	Zinc finger protein	-	GO:0001763,GO:0003674,GO:0003700,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005730,GO:0006355,GO:0007275,GO:0008150,GO:0009314,GO:0009416,GO:0009628,GO:0009639,GO:0009641,GO:0009653,GO:0009889,GO:0009891,GO:0009893,GO:0010016,GO:0010223,GO:0010346,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0016020,GO:0019219,GO:0019222,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0031974,GO:0031981,GO:0032501,GO:0032502,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044464,GO:0045893,GO:0045935,GO:0048367,GO:0048518,GO:0048522,GO:0048646,GO:0048731,GO:0048856,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051173,GO:0051252,GO:0051254,GO:0060255,GO:0065007,GO:0070013,GO:0080090,GO:0140110,GO:1902680,GO:1903506,GO:1903508,GO:1905393,GO:2000112,GO:2001141	-	-	-	-	-	-	-	-	-	-	CCT,zf-B_box
917_t	3641.EOY16577	1.43e-82	286.0	COG2801@1|root,KOG0017@2759|Eukaryota,37R6P@33090|Viridiplantae,3GP9N@35493|Streptophyta	35493|Streptophyta	L	Reverse transcriptase-like	-	-	-	-	-	-	-	-	-	-	-	-	G-patch,RVT_1,RVT_3,rve
919_t	3641.EOY23128	1.64e-110	332.0	COG0666@1|root,2QR1Y@2759|Eukaryota,37IVM@33090|Viridiplantae,3GBNF@35493|Streptophyta	35493|Streptophyta	O	E3 ubiquitin-protein ligase	-	GO:0003674,GO:0003824,GO:0004842,GO:0006464,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016567,GO:0016740,GO:0019538,GO:0019787,GO:0032446,GO:0036211,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0070647,GO:0071704,GO:0140096,GO:1901564	2.3.2.27	ko:K19044	-	-	-	-	ko00000,ko01000,ko04121	-	-	-	Ank,Ank_2,Ank_3,Ank_5
920_t	3641.EOY23128	2.99e-176	526.0	COG0666@1|root,2QR1Y@2759|Eukaryota,37IVM@33090|Viridiplantae,3GBNF@35493|Streptophyta	35493|Streptophyta	O	E3 ubiquitin-protein ligase	-	GO:0003674,GO:0003824,GO:0004842,GO:0006464,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016567,GO:0016740,GO:0019538,GO:0019787,GO:0032446,GO:0036211,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0070647,GO:0071704,GO:0140096,GO:1901564	2.3.2.27	ko:K19044	-	-	-	-	ko00000,ko01000,ko04121	-	-	-	Ank,Ank_2,Ank_3,Ank_5
921_t	3641.EOY23131	1.74e-111	322.0	COG1881@1|root,KOG3346@2759|Eukaryota,37KY9@33090|Viridiplantae,3G9VP@35493|Streptophyta	35493|Streptophyta	S	CEN-like protein	-	GO:0000003,GO:0003006,GO:0007275,GO:0008150,GO:0009791,GO:0009908,GO:0010228,GO:0022414,GO:0032501,GO:0032502,GO:0048367,GO:0048608,GO:0048731,GO:0048856,GO:0061458,GO:0090567	-	-	-	-	-	-	-	-	-	-	PBP
923_t	3641.EOY25097	0.0	1238.0	COG0443@1|root,KOG0100@2759|Eukaryota,37ISV@33090|Viridiplantae,3GGBZ@35493|Streptophyta	35493|Streptophyta	O	Belongs to the heat shock protein 70 family	-	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005788,GO:0012505,GO:0031974,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0044422,GO:0044424,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0070013	-	ko:K09490	ko03060,ko04141,ko04918,ko05020,map03060,map04141,map04918,map05020	-	-	-	ko00000,ko00001,ko03110,ko04131,ko04147	1.A.33	-	-	HSP70
926_t	3641.EOX99280	1.63e-11	65.9	COG2801@1|root,KOG0017@2759|Eukaryota,37R6P@33090|Viridiplantae,3G8BW@35493|Streptophyta	35493|Streptophyta	E	Uncharacterized protein K02A2.6-like	-	-	-	-	-	-	-	-	-	-	-	-	G-patch,RVT_1,RVT_3,Retrotrans_gag,rve
927_t	3641.EOX93502	3.59e-38	140.0	2E64D@1|root,2SCVS@2759|Eukaryota,383MW@33090|Viridiplantae,3GQ24@35493|Streptophyta	35493|Streptophyta	S	Gag-pro-like protein	-	-	-	-	-	-	-	-	-	-	-	-	Retrotrans_gag
928_t	29730.Gorai.004G131100.1	1.01e-17	80.1	2E0IQ@1|root,2S7YY@2759|Eukaryota,37WWF@33090|Viridiplantae,3GKY3@35493|Streptophyta	35493|Streptophyta	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
929_t	90675.XP_010445753.1	1.87e-50	167.0	COG0443@1|root,KOG0100@2759|Eukaryota,37ISV@33090|Viridiplantae,3GGBZ@35493|Streptophyta,3HPJS@3699|Brassicales	35493|Streptophyta	O	Belongs to the heat shock protein 70 family	-	GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005730,GO:0005737,GO:0005773,GO:0005774,GO:0005783,GO:0005794,GO:0005829,GO:0005886,GO:0005911,GO:0006508,GO:0006511,GO:0006807,GO:0006950,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009506,GO:0009507,GO:0009536,GO:0009719,GO:0009725,GO:0009735,GO:0009987,GO:0010033,GO:0010035,GO:0010038,GO:0010243,GO:0010498,GO:0012505,GO:0016020,GO:0016592,GO:0019538,GO:0019941,GO:0030054,GO:0030163,GO:0030312,GO:0030433,GO:0031090,GO:0031974,GO:0031981,GO:0032991,GO:0033554,GO:0034976,GO:0036503,GO:0042221,GO:0043161,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043632,GO:0044237,GO:0044238,GO:0044248,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0044422,GO:0044424,GO:0044428,GO:0044437,GO:0044444,GO:0044446,GO:0044451,GO:0044464,GO:0046686,GO:0050896,GO:0051603,GO:0051716,GO:0055044,GO:0070013,GO:0071704,GO:0071944,GO:0098588,GO:0098805,GO:1901564,GO:1901565,GO:1901575,GO:1901698	-	ko:K09490	ko03060,ko04141,ko04918,ko05020,map03060,map04141,map04918,map05020	-	-	-	ko00000,ko00001,ko03110,ko04131,ko04147	1.A.33	-	-	HSP70
932_t	29730.Gorai.004G131000.1	2.2e-207	580.0	COG1028@1|root,KOG1208@2759|Eukaryota,37K4T@33090|Viridiplantae,3GF98@35493|Streptophyta	35493|Streptophyta	Q	Belongs to the short-chain dehydrogenases reductases (SDR) family	-	-	1.1.1.300	ko:K11153	ko00830,ko01100,map00830,map01100	-	R08379,R08383	RC00649	ko00000,ko00001,ko01000	-	-	-	adh_short
933_t	29730.Gorai.008G256700.1	0.0	887.0	COG5459@1|root,KOG2539@2759|Eukaryota,37KUR@33090|Viridiplantae,3GBQT@35493|Streptophyta	35493|Streptophyta	J	Methyltransferase-like protein 17	-	GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0031974,GO:0031981,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044464,GO:0070013	3.5.2.9	ko:K01469	ko00480,map00480	-	R00251	RC00553	ko00000,ko00001,ko01000	-	-	-	Rsm22
934_t	29730.Gorai.004G130900.1	2.49e-107	319.0	COG5147@1|root,KOG0048@2759|Eukaryota,37QX0@33090|Viridiplantae,3GBP8@35493|Streptophyta	35493|Streptophyta	K	transcription factor	-	-	-	ko:K09422	-	-	-	-	ko00000,ko03000	-	-	-	Myb_DNA-binding
935_t	3641.EOY23950	0.0	1124.0	KOG0283@1|root,KOG0283@2759|Eukaryota,37MY6@33090|Viridiplantae,3G9IH@35493|Streptophyta	35493|Streptophyta	S	WD repeat-containing protein	-	-	-	ko:K20241	-	-	-	-	ko00000,ko04131	-	-	-	WD40
936_t	3641.EOY23946	5.45e-156	457.0	28H9N@1|root,2QPN9@2759|Eukaryota,37J8N@33090|Viridiplantae,3GA35@35493|Streptophyta	35493|Streptophyta	K	dof zinc finger protein	-	GO:0001067,GO:0003674,GO:0003676,GO:0003677,GO:0003700,GO:0005488,GO:0006355,GO:0008150,GO:0009889,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0043565,GO:0044212,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:0097159,GO:0140110,GO:1901363,GO:1903506,GO:2000112,GO:2001141	-	-	-	-	-	-	-	-	-	-	zf-Dof
937_t	29730.Gorai.008G257000.1	3.35e-274	754.0	28JVW@1|root,2QSA0@2759|Eukaryota,37MHC@33090|Viridiplantae,3GA7I@35493|Streptophyta	35493|Streptophyta	S	BTB POZ domain-containing protein	-	-	-	-	-	-	-	-	-	-	-	-	BTB
938_t	3641.EOY21132	8.43e-102	300.0	COG5068@1|root,KOG0014@2759|Eukaryota,380N4@33090|Viridiplantae,3GQ62@35493|Streptophyta	35493|Streptophyta	K	MADS	-	-	-	-	-	-	-	-	-	-	-	-	SRF-TF
939_t	3641.EOY21127	3.84e-201	568.0	KOG0800@1|root,KOG0800@2759|Eukaryota,37NTT@33090|Viridiplantae,3GCU3@35493|Streptophyta	35493|Streptophyta	O	zinc finger	-	GO:0003674,GO:0003824,GO:0004842,GO:0006464,GO:0006508,GO:0006511,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009987,GO:0010498,GO:0016567,GO:0016740,GO:0019538,GO:0019787,GO:0019941,GO:0030163,GO:0032446,GO:0036211,GO:0043161,GO:0043170,GO:0043412,GO:0043632,GO:0044237,GO:0044238,GO:0044248,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0051603,GO:0051865,GO:0061630,GO:0061659,GO:0070647,GO:0071704,GO:0140096,GO:1901564,GO:1901565,GO:1901575	2.3.2.27	ko:K19041	-	-	-	-	ko00000,ko01000,ko04121	-	-	-	zf-RING_2
941_t	3641.EOY21126	0.0	1268.0	KOG1952@1|root,KOG1952@2759|Eukaryota,37JHP@33090|Viridiplantae,3GE3T@35493|Streptophyta	35493|Streptophyta	O	NF-X1-type zinc finger protein	-	GO:0000122,GO:0000976,GO:0000977,GO:0000981,GO:0000982,GO:0001012,GO:0001067,GO:0001078,GO:0001227,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003700,GO:0003723,GO:0003729,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006082,GO:0006139,GO:0006351,GO:0006355,GO:0006357,GO:0006366,GO:0006725,GO:0006807,GO:0006950,GO:0006952,GO:0006970,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009314,GO:0009416,GO:0009605,GO:0009607,GO:0009617,GO:0009628,GO:0009636,GO:0009642,GO:0009651,GO:0009696,GO:0009697,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010188,GO:0010310,GO:0010467,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0010817,GO:0016053,GO:0016070,GO:0016999,GO:0017000,GO:0017144,GO:0018130,GO:0018958,GO:0019219,GO:0019222,GO:0019438,GO:0019752,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0032774,GO:0032787,GO:0034641,GO:0034645,GO:0034654,GO:0042221,GO:0042445,GO:0042446,GO:0042537,GO:0042742,GO:0043170,GO:0043207,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043436,GO:0043565,GO:0044212,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0045892,GO:0045934,GO:0046189,GO:0046394,GO:0046483,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051172,GO:0051193,GO:0051252,GO:0051253,GO:0051704,GO:0051707,GO:0060255,GO:0065007,GO:0065008,GO:0071704,GO:0072330,GO:0080090,GO:0090304,GO:0097159,GO:0097659,GO:0098542,GO:0140110,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1901615,GO:1901617,GO:1902679,GO:1903506,GO:1903507,GO:1990837,GO:2000112,GO:2000113,GO:2000377,GO:2001141	-	ko:K12236	ko05165,map05165	-	-	-	ko00000,ko00001,ko03000,ko04121	-	-	-	K_trans,R3H,zf-NF-X1
942_t	3641.EOY21121	1.86e-153	447.0	COG0515@1|root,KOG1187@2759|Eukaryota,37RNN@33090|Viridiplantae,3G8EG@35493|Streptophyta	35493|Streptophyta	T	receptor-like protein kinase	-	-	-	-	-	-	-	-	-	-	-	-	GUB_WAK_bind,Pkinase,Pkinase_Tyr
943_t	29730.Gorai.006G058800.1	6.49e-218	630.0	COG0515@1|root,KOG1187@2759|Eukaryota,37MEY@33090|Viridiplantae,3GC2U@35493|Streptophyta	35493|Streptophyta	T	receptor-like protein kinase	-	-	2.7.11.1	ko:K04730	ko04010,ko04064,ko04620,ko04624,ko04722,ko05133,ko05140,ko05142,ko05145,ko05152,ko05162,ko05169,map04010,map04064,map04620,map04624,map04722,map05133,map05140,map05142,map05145,map05152,map05162,map05169	M00686	-	-	ko00000,ko00001,ko00002,ko01000,ko01001	-	-	-	GUB_WAK_bind,Pkinase,Pkinase_Tyr
944_t	3641.EOY21113	2.49e-243	713.0	COG1736@1|root,KOG2648@2759|Eukaryota,37Q21@33090|Viridiplantae,3GFF4@35493|Streptophyta	35493|Streptophyta	J	Required for the first step in the synthesis of diphthamide, a post-translational modification of histidine which occurs in translation elongation factor 2	-	GO:0006417,GO:0006448,GO:0006464,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009889,GO:0009987,GO:0010468,GO:0010556,GO:0010608,GO:0017182,GO:0017183,GO:0018193,GO:0018202,GO:0019222,GO:0019538,GO:0031323,GO:0031326,GO:0032268,GO:0034248,GO:0036211,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0050789,GO:0050794,GO:0051171,GO:0051246,GO:0060255,GO:0065007,GO:0071704,GO:0080090,GO:1900247,GO:1901564,GO:2000112,GO:2000765	-	ko:K17866	-	-	-	-	ko00000,ko03012	-	-	-	Diphthamide_syn
945_t	3656.XP_008456442.1	1.24e-15	77.8	COG2801@1|root,KOG0017@2759|Eukaryota,37R6P@33090|Viridiplantae,3G8BW@35493|Streptophyta,4JN0G@91835|fabids	35493|Streptophyta	L	Uncharacterized protein K02A2.6-like	-	-	-	-	-	-	-	-	-	-	-	-	G-patch,RVT_1,RVT_3,Retrotrans_gag,rve
946_t	3641.EOY22401	4.76e-49	171.0	28N77@1|root,2QSKU@2759|Eukaryota,37MQ5@33090|Viridiplantae,3GHA4@35493|Streptophyta	35493|Streptophyta	S	Encoded by	-	-	2.3.1.133	ko:K13065	ko00940,ko00941,ko00945,ko01100,ko01110,map00940,map00941,map00945,map01100,map01110	M00039	R01945,R02416,R07432,R07433	RC00004,RC00055,RC02864	ko00000,ko00001,ko00002,ko01000	-	-	-	Transferase
947_t	3641.EOY22397	8.01e-316	867.0	28K9J@1|root,2QRCE@2759|Eukaryota,37S3I@33090|Viridiplantae,3GB76@35493|Streptophyta	35493|Streptophyta	K	Belongs to the GRAS family	-	-	-	-	-	-	-	-	-	-	-	-	GRAS
